"Note: The report represents net sales that are self-reported by retail marijuana licensees. Information is subject to change due to late reports, corrections or audit findings. This file will be updated by approximately the 10th business day of each month.       ",,,
Last Update: 06/09/2020,,,
,,,
License Number,Reporting Period, Total Sales, Excise Tax Due 
422764,2017-12,"166,000","61,420"
422777,2017-12,"33,723","12,478"
422781,2017-12,"23,102","8,548"
422785,2017-12,"36,393","13,465"
422792,2017-12,"31,921","11,811"
422796,2017-12,"58,478","21,637"
422817,2017-12,"81,767","30,254"
422944,2017-12,"99,486","36,810"
422954,2017-12,"48,972","18,120"
422978,2017-12,"84,992","31,447"
422992,2017-12,"203,051","75,129"
423000,2017-12,"273,764","101,293"
423036,2017-12,"38,604","14,283"
423096,2017-12,"165,556","61,256"
423203,2017-12,"84,594","31,300"
423224,2017-12,"175,464","64,922"
423372,2017-12,"273,528","101,205"
423379,2017-12,"902,909","334,076"
423390,2017-12,"95,618","35,379"
423402,2017-12,"390,261","144,397"
423413,2017-12,"613,776","227,097"
423492,2017-12,"448,900","166,093"
423536,2017-12,"109,381","40,471"
423536,2017-12,"181,579","67,184"
423542,2017-12,"114,763","42,462"
423571,2017-12,"250,595","92,720"
423634,2017-12,"218,918","81,000"
423754,2017-12,"267,369","98,927"
423775,2017-12,"70,096","25,935"
423784,2017-12,"281,531","104,167"
423829,2017-12,"214,884","79,507"
423977,2017-12,"87,642","32,427"
423993,2017-12,"66,617","24,648"
424057,2017-12,"221,901","82,103"
424117,2017-12,"102,166","37,801"
424190,2017-12,"90,811","33,600"
424257,2017-12,"178,020","65,868"
424273,2017-12,"31,951","11,822"
424311,2017-12,"592,456","219,209"
424473,2017-12,"99,335","36,754"
424599,2017-12,"26,618","9,849"
424647,2017-12,"103,591","38,329"
424747,2017-12,"613,719","227,076"
424751,2017-12,"592,251","219,133"
424848,2017-12,"398,236","147,347"
424877,2017-12,"25,874","9,573"
425068,2017-12,"189,564","70,139"
425273,2017-12,"352,070","130,266"
425362,2017-12,"177,181","65,557"
425507,2017-12,"11,502","4,256"
425539,2017-12,"576,101","213,157"
425585,2017-12,"80,939","29,947"
425925,2017-12,"153,329","56,732"
425965,2017-12,"17,621","6,520"
426050,2017-12,"32,994","12,208"
79013,2018-01,"170,139","62,951"
79720,2018-01,"129,892","48,060"
81400,2018-01,"103,390","38,254"
82587,2018-01,"544,409","201,431"
84045,2018-01,"432,483","160,019"
84130,2018-01,"26,501","9,805"
84154,2018-01,"155,213","57,429"
85059,2018-01,"1,408",521
86054,2018-01,"52,636","19,475"
86823,2018-01,"125,640","46,487"
350641,2018-01,"36,364","13,455"
350766,2018-01,"93,360","34,543"
352673,2018-01,"114,262","42,277"
353260,2018-01,"37,568","13,900"
353928,2018-01,"242,818","89,843"
353993,2018-01,"42,501","15,725"
354876,2018-01,"213,449","78,976"
360307,2018-01,"422,089","156,173"
400209,2018-01,"50,122","18,545"
400772,2018-01,"197,506","73,077"
402039,2018-01,"264,723","97,948"
402780,2018-01,"97,180","35,957"
404933,2018-01,"94,829","35,087"
410273,2018-01,"985,015","364,455"
410332,2018-01,"183,461","67,881"
410798,2018-01,"114,548","42,383"
410831,2018-01,"351,458","130,040"
411970,2018-01,"107,371","39,727"
412066,2018-01,"49,535","18,328"
412370,2018-01,"168,640","62,397"
412466,2018-01,"93,070","34,436"
412490,2018-01,"374,031","138,391"
412494,2018-01,"704,777","260,767"
412921,2018-01,"139,082","51,460"
412922,2018-01,"142,558","52,746"
412923,2018-01,"649,653","240,372"
413258,2018-01,"267,951","99,142"
413314,2018-01,"163,879","60,635"
413319,2018-01,"158,882","58,786"
413358,2018-01,"1,079,656","399,473"
413363,2018-01,"360,898","133,532"
413366,2018-01,"122,590","45,358"
413369,2018-01,"468,349","173,289"
413372,2018-01,"279,526","103,425"
413374,2018-01,"202,340","74,866"
413385,2018-01,"48,716","18,025"
413407,2018-01,"74,720","27,646"
413414,2018-01,"75,917","28,089"
413420,2018-01,"390,103","144,338"
413426,2018-01,"250,637","92,736"
413427,2018-01,"146,616","54,248"
413428,2018-01,"74,960","27,735"
413481,2018-01,"210,638","77,936"
413492,2018-01,"105,974","39,210"
413519,2018-01,"149,070","55,156"
413529,2018-01,"55,817","20,652"
413530,2018-01,"24,054","8,900"
413534,2018-01,"151,925","56,212"
413541,2018-01,"184,161","68,140"
413544,2018-01,"162,231","60,025"
413550,2018-01,"198,180","73,327"
413551,2018-01,"128,937","47,707"
413558,2018-01,"371,277","137,373"
413570,2018-01,"373,661","138,255"
413586,2018-01,"90,895","33,631"
413596,2018-01,"96,807","35,818"
413600,2018-01,"71,089","26,303"
413677,2018-01,"98,243","36,350"
413683,2018-01,"590,503","218,486"
413692,2018-01,"265,486","98,230"
413700,2018-01,"5,595","2,070"
413702,2018-01,"32,770","12,125"
413727,2018-01,"149,468","55,303"
413729,2018-01,"93,480","34,588"
413732,2018-01,"305,032","112,862"
413739,2018-01,"450,777","166,787"
413762,2018-01,"150,100","55,537"
413773,2018-01,"133,476","49,386"
413791,2018-01,"310,464","114,872"
413798,2018-01,"105,431","39,009"
413801,2018-01,"56,503","20,906"
413802,2018-01,"87,589","32,408"
413803,2018-01,"221,455","81,938"
413809,2018-01,"209,742","77,605"
413812,2018-01,"112,642","41,677"
413813,2018-01,"270,756","100,180"
413821,2018-01,"56,226","20,804"
413843,2018-01,"145,175","53,715"
413846,2018-01,"4,002","1,481"
413847,2018-01,"87,882","32,516"
413848,2018-01,"476,547","176,322"
413870,2018-01,"153,627","56,842"
413886,2018-01,"171,771","63,555"
413893,2018-01,"277,033","102,502"
413897,2018-01,"47,480","17,568"
413901,2018-01,"178,631","66,093"
413930,2018-01,"57,122","21,135"
413940,2018-01,"181,143","67,023"
413994,2018-01,"47,713","17,654"
414002,2018-01,"149,855","55,446"
414060,2018-01,"195,189","72,220"
414065,2018-01,"152,389","56,384"
414103,2018-01,"143,403","53,059"
414160,2018-01,"157,483","58,269"
414174,2018-01,"255,303","94,462"
414181,2018-01,"244,317","90,397"
414211,2018-01,"395,056","146,171"
414216,2018-01,"8,564","3,169"
414225,2018-01,"228,772","84,646"
414243,2018-01,"118,458","43,830"
414250,2018-01,35,13
414256,2018-01,"97,766","36,174"
414280,2018-01,"134,795","49,874"
414292,2018-01,"53,391","19,755"
414295,2018-01,"704,073","260,507"
414298,2018-01,"70,371","26,037"
414345,2018-01,"115,791","42,843"
414356,2018-01,"205,635","76,085"
414398,2018-01,"203,719","75,376"
414425,2018-01,"116,580","43,134"
414430,2018-01,"179,211","66,308"
414441,2018-01,"232,829","86,147"
414449,2018-01,"542,649","200,780"
414450,2018-01,"19,952","7,382"
414460,2018-01,"20,492","7,582"
414470,2018-01,"232,362","85,974"
414491,2018-01,"356,052","131,739"
414495,2018-01,"176,381","65,261"
414500,2018-01,"141,197","52,243"
414503,2018-01,"231,527","85,665"
414520,2018-01,"599,243","221,720"
414532,2018-01,"410,083","151,731"
414533,2018-01,"733,967","271,568"
414539,2018-01,"3,147","1,164"
414550,2018-01,"137,430","50,849"
414558,2018-01,"28,980","10,723"
414569,2018-01,"221,604","81,994"
414573,2018-01,"21,525","7,964"
414574,2018-01,"151,503","56,056"
414656,2018-01,"137,361","50,824"
414664,2018-01,"373,354","138,141"
414680,2018-01,"120,426","44,558"
414712,2018-01,"20,500","7,585"
414714,2018-01,"744,440","275,443"
414716,2018-01,"201,659","74,614"
414723,2018-01,"258,916","95,799"
414731,2018-01,"483,822","179,014"
414733,2018-01,"343,417","127,064"
414735,2018-01,"142,099","52,577"
414740,2018-01,"98,190","36,330"
414749,2018-01,"36,283","13,425"
414750,2018-01,"82,266","30,439"
414755,2018-01,"55,260","20,446"
414761,2018-01,"76,187","28,189"
414780,2018-01,"90,299","33,411"
414785,2018-01,"153,473","56,785"
414803,2018-01,"27,975","10,351"
414812,2018-01,"226,977","83,981"
414814,2018-01,"102,917","38,079"
414817,2018-01,"336,880","124,646"
414823,2018-01,"481,752","178,248"
414829,2018-01,"478,888","177,188"
414841,2018-01,"420,991","155,767"
414864,2018-01,"175,085","64,781"
414867,2018-01,"730,954","270,453"
414868,2018-01,"325,993","120,618"
414871,2018-01,"230,157","85,158"
414876,2018-01,"1,402,170","518,803"
414884,2018-01,"218,499","80,845"
414889,2018-01,"343,134","126,959"
414893,2018-01,"188,659","69,804"
414918,2018-01,"55,939","20,698"
414958,2018-01,"121,177","44,835"
414959,2018-01,"12,874","4,763"
414963,2018-01,"149,335","55,254"
414970,2018-01,"201,998","74,739"
414983,2018-01,"393,088","145,443"
414995,2018-01,"55,799","20,646"
415001,2018-01,"154,053","57,000"
415010,2018-01,"366,443","135,584"
415031,2018-01,"185,233","68,536"
415032,2018-01,"27,418","10,145"
415064,2018-01,"42,913","15,878"
415083,2018-01,"685,918","253,789"
415094,2018-01,"338,677","125,311"
415112,2018-01,"466,627","172,652"
415115,2018-01,"161,432","59,730"
415124,2018-01,"67,991","25,157"
415130,2018-01,"203,608","75,335"
415132,2018-01,"206,705","76,481"
415183,2018-01,"218,648","80,900"
415198,2018-01,"298,761","110,542"
415203,2018-01,"143,904","53,244"
415211,2018-01,"232,213","85,919"
415216,2018-01,"239,468","88,603"
415222,2018-01,"173,248","64,102"
415229,2018-01,"288,817","106,862"
415238,2018-01,"177,269","65,590"
415253,2018-01,"467,170","172,853"
415287,2018-01,"61,744","22,845"
415294,2018-01,"39,497","14,614"
415303,2018-01,"112,338","41,565"
415314,2018-01,"64,593","23,899"
415325,2018-01,"58,835","21,769"
415333,2018-01,"507,403","187,739"
415343,2018-01,"70,819","26,203"
415348,2018-01,"150,575","55,713"
415361,2018-01,"45,558","16,856"
415406,2018-01,"279,082","103,260"
415410,2018-01,"250,523","92,693"
415429,2018-01,"103,030","38,121"
415445,2018-01,"69,517","25,721"
415470,2018-01,"232,737","86,113"
415484,2018-01,"47,373","17,528"
415486,2018-01,"152,127","56,287"
415488,2018-01,"143,796","53,205"
415504,2018-01,"433,594","160,430"
415507,2018-01,"217,782","80,580"
415509,2018-01,"109,700","40,589"
415513,2018-01,"113,539","42,010"
415517,2018-01,"192,008","71,043"
415523,2018-01,"74,159","27,439"
415526,2018-01,"270,954","100,253"
415534,2018-01,"105,131","38,899"
415539,2018-01,"61,897","22,902"
415567,2018-01,"222,354","82,271"
415575,2018-01,"140,043","51,816"
415641,2018-01,"129,029","47,741"
415645,2018-01,"165,700","61,309"
415652,2018-01,"278,739","103,133"
415658,2018-01,"171,001","63,270"
416102,2018-01,"207,891","76,920"
416540,2018-01,"215,347","79,678"
417114,2018-01,"376,931","139,464"
417469,2018-01,"63,972","23,670"
417486,2018-01,"122,763","45,422"
417643,2018-01,"181,551","67,174"
417646,2018-01,"151,928","56,213"
417880,2018-01,"100,191","37,071"
417949,2018-01,7,3
419640,2018-01,"160,884","59,527"
420123,2018-01,"59,740","22,104"
420291,2018-01,"243,912","90,248"
420336,2018-01,"193,989","71,776"
420389,2018-01,"313,474","115,985"
420400,2018-01,"64,854","23,996"
420416,2018-01,"57,090","21,123"
420478,2018-01,"91,673","33,919"
420497,2018-01,"109,826","40,636"
420661,2018-01,"102,497","37,924"
420741,2018-01,"523,634","193,745"
420785,2018-01,"61,646","22,809"
420793,2018-01,"114,602","42,403"
420800,2018-01,"44,983","16,644"
420801,2018-01,"114,219","42,261"
420819,2018-01,"122,669","45,387"
420889,2018-01,"335,785","124,240"
420894,2018-01,"90,076","33,328"
420895,2018-01,"68,324","25,280"
420898,2018-01,"180,191","66,671"
420908,2018-01,"100,001","37,000"
420934,2018-01,"80,875","29,924"
421005,2018-01,"259,355","95,962"
421069,2018-01,"210,708","77,962"
421084,2018-01,"533,713","197,474"
421110,2018-01,"234,270","86,680"
421141,2018-01,"698,361","258,394"
421168,2018-01,"142,120","52,584"
421261,2018-01,"146,234","54,107"
421326,2018-01,"193,071","71,436"
421335,2018-01,"254,905","94,315"
421350,2018-01,"8,471","3,134"
421359,2018-01,"105,622","39,080"
421409,2018-01,"301,081","111,400"
421432,2018-01,"332,813","123,141"
421490,2018-01,"125,674","46,500"
421491,2018-01,"81,117","30,013"
421507,2018-01,"20,997","7,769"
421514,2018-01,"398,642","147,498"
421552,2018-01,"166,890","61,749"
421562,2018-01,"272,777","100,928"
421568,2018-01,"147,086","54,422"
421577,2018-01,"142,563","52,748"
421616,2018-01,"200,796","74,295"
421630,2018-01,"113,150","41,865"
421632,2018-01,"7,466","2,762"
421642,2018-01,"208,669","77,208"
421650,2018-01,"26,734","9,892"
421652,2018-01,"92,976","34,401"
421667,2018-01,"81,059","29,992"
421695,2018-01,"105,414","39,003"
421698,2018-01,"334,225","123,663"
421702,2018-01,"504,031","186,491"
421707,2018-01,"197,146","72,944"
421708,2018-01,"330,589","122,318"
421709,2018-01,"95,196","35,223"
421738,2018-01,"117,791","43,583"
421757,2018-01,"105,016","38,856"
421777,2018-01,"346,999","128,390"
421789,2018-01,"383,367","141,846"
421804,2018-01,"179,051","66,249"
421805,2018-01,"727,345","269,118"
421813,2018-01,"64,243","23,770"
421876,2018-01,"59,370","21,967"
421878,2018-01,"4,219","1,561"
421900,2018-01,"307,255","113,684"
421918,2018-01,"16,609","6,145"
422010,2018-01,"52,042","19,256"
422037,2018-01,"133,669","49,458"
422044,2018-01,"21,598","7,991"
422049,2018-01,"217,339","80,416"
422055,2018-01,"237,709","87,952"
422103,2018-01,"210,716","77,965"
422109,2018-01,"177,884","65,817"
422138,2018-01,"42,584","15,756"
422139,2018-01,"11,023","4,078"
422146,2018-01,"273,779","101,298"
422158,2018-01,"146,010","54,024"
422168,2018-01,"119,871","44,352"
422194,2018-01,"113,161","41,870"
422202,2018-01,"54,219","20,061"
422218,2018-01,"603,751","223,388"
422234,2018-01,"66,498","24,604"
422239,2018-01,"58,485","21,640"
422278,2018-01,"229,085","84,762"
422298,2018-01,"22,771","8,425"
422332,2018-01,"99,403","36,779"
422336,2018-01,"341,101","126,207"
422350,2018-01,"126,973","46,980"
422431,2018-01,"110,218","40,781"
422442,2018-01,"350,639","129,737"
422447,2018-01,"445,685","164,903"
422459,2018-01,"19,338","7,155"
422460,2018-01,"15,518","5,742"
422466,2018-01,"26,312","9,736"
422504,2018-01,"152,337","56,365"
422507,2018-01,"61,953","22,923"
422525,2018-01,"15,451","5,717"
422570,2018-01,"191,535","70,868"
422655,2018-01,"20,079","7,429"
422658,2018-01,"13,834","5,119"
422701,2018-01,"7,381","2,731"
422764,2018-01,"145,992","54,017"
422777,2018-01,"35,819","13,253"
422781,2018-01,"22,747","8,416"
422785,2018-01,"32,173","11,904"
422792,2018-01,"30,144","11,153"
422796,2018-01,"54,507","20,168"
422817,2018-01,"78,826","29,166"
422944,2018-01,"98,768","36,544"
422954,2018-01,"47,245","17,481"
422978,2018-01,"71,568","26,480"
422992,2018-01,"213,320","78,928"
423000,2018-01,"259,405","95,980"
423036,2018-01,"35,153","13,006"
423096,2018-01,"169,162","62,590"
423203,2018-01,"80,533","29,797"
423224,2018-01,"167,293","61,898"
423372,2018-01,"251,621","93,100"
423379,2018-01,"857,155","317,147"
423390,2018-01,"85,656","31,693"
423413,2018-01,"559,169","206,893"
423492,2018-01,"414,746","153,456"
423536,2018-01,"268,144","99,213"
423542,2018-01,"109,224","40,413"
423571,2018-01,"233,903","86,544"
423634,2018-01,"199,935","73,976"
423754,2018-01,"212,488","78,621"
423775,2018-01,"62,602","23,163"
423784,2018-01,"255,416","94,504"
423829,2018-01,"205,241","75,939"
423885,2018-01,"2,536",938
423977,2018-01,"76,965","28,477"
423993,2018-01,"54,938","20,327"
424057,2018-01,"194,364","71,915"
424117,2018-01,"80,106","29,639"
424190,2018-01,"88,719","32,826"
424257,2018-01,"154,475","57,156"
424273,2018-01,"33,616","12,438"
424311,2018-01,"543,296","201,019"
424473,2018-01,"94,823","35,085"
424599,2018-01,"28,714","10,624"
424647,2018-01,"87,528","32,385"
424747,2018-01,"579,575","214,443"
424751,2018-01,"551,773","204,156"
424848,2018-01,"377,413","139,643"
424877,2018-01,"23,623","8,740"
425068,2018-01,"178,587","66,077"
425185,2018-01,"5,030","1,861"
425273,2018-01,"282,596","104,561"
425362,2018-01,"181,197","67,043"
425507,2018-01,"39,122","14,475"
425539,2018-01,"545,294","201,759"
425585,2018-01,"80,176","29,665"
425686,2018-01,"19,223","7,113"
425925,2018-01,"213,952","79,162"
425965,2018-01,"75,833","28,058"
426039,2018-01,"84,279","31,183"
426050,2018-01,"28,876","10,684"
426125,2018-01,"39,927","14,773"
426199,2018-01,"160,000","59,200"
71368,2018-02,"399,164","147,691"
76189,2018-02,"23,636","8,745"
79013,2018-02,"191,760","70,951"
79720,2018-02,"130,959","48,455"
81400,2018-02,"107,449","39,756"
82587,2018-02,"542,910","200,877"
84045,2018-02,"388,626","143,792"
84130,2018-02,"27,453","10,158"
84154,2018-02,"175,955","65,103"
85059,2018-02,"1,295",479
86054,2018-02,"52,363","19,374"
86823,2018-02,"128,419","47,515"
350641,2018-02,"39,958","14,785"
350766,2018-02,"114,995","42,548"
352673,2018-02,"144,626","53,512"
353260,2018-02,"34,254","12,674"
353928,2018-02,"271,330","100,392"
353993,2018-02,"41,098","15,206"
354876,2018-02,"211,836","78,379"
360307,2018-02,"422,861","156,458"
368015,2018-02,83,31
400209,2018-02,"45,819","16,953"
400772,2018-02,"185,396","68,597"
402039,2018-02,"250,047","92,518"
402780,2018-02,"88,595","32,780"
404933,2018-02,"87,475","32,366"
410273,2018-02,"971,439","359,432"
410332,2018-02,"171,120","63,314"
410798,2018-02,"111,895","41,401"
410831,2018-02,"337,872","125,012"
411970,2018-02,"112,294","41,549"
412066,2018-02,"48,920","18,100"
412370,2018-02,"153,166","56,671"
412466,2018-02,"97,523","36,084"
412490,2018-02,"387,262","143,287"
412494,2018-02,"673,636","249,245"
412921,2018-02,"133,717","49,475"
412922,2018-02,"134,550","49,784"
412923,2018-02,"705,156","260,908"
413258,2018-02,"255,860","94,668"
413314,2018-02,"163,288","60,416"
413319,2018-02,"155,204","57,426"
413358,2018-02,"1,074,840","397,691"
413363,2018-02,"360,101","133,238"
413366,2018-02,"121,334","44,894"
413369,2018-02,"454,785","168,271"
413372,2018-02,"256,906","95,055"
413374,2018-02,"216,637","80,156"
413385,2018-02,"44,798","16,575"
413407,2018-02,"70,457","26,069"
413414,2018-02,"71,004","26,271"
413420,2018-02,"393,519","145,602"
413426,2018-02,"265,445","98,215"
413427,2018-02,"139,500","51,615"
413428,2018-02,"76,408","28,271"
413481,2018-02,"193,329","71,532"
413492,2018-02,"98,068","36,285"
413519,2018-02,"141,087","52,202"
413529,2018-02,"53,083","19,641"
413530,2018-02,"21,260","7,866"
413534,2018-02,"142,834","52,849"
413541,2018-02,"177,499","65,674"
413544,2018-02,"156,646","57,959"
413550,2018-02,"182,454","67,508"
413551,2018-02,"125,241","46,339"
413558,2018-02,"347,696","128,647"
413570,2018-02,"347,390","128,534"
413586,2018-02,"82,854","30,656"
413596,2018-02,"93,414","34,563"
413600,2018-02,"69,839","25,840"
413677,2018-02,"90,106","33,339"
413683,2018-02,"551,198","203,943"
413692,2018-02,"261,658","96,814"
413700,2018-02,"4,203","1,555"
413702,2018-02,"37,297","13,800"
413727,2018-02,"137,081","50,720"
413729,2018-02,"91,329","33,792"
413732,2018-02,"291,074","107,697"
413737,2018-02,"148,115","54,802"
413739,2018-02,"420,227","155,484"
413762,2018-02,"143,761","53,192"
413773,2018-02,"137,514","50,880"
413791,2018-02,"315,899","116,883"
413798,2018-02,"111,657","41,313"
413801,2018-02,"54,453","20,148"
413802,2018-02,"88,270","32,660"
413803,2018-02,"219,375","81,169"
413809,2018-02,"189,428","70,088"
413812,2018-02,"123,625","45,741"
413813,2018-02,"262,975","97,301"
413821,2018-02,"52,525","19,434"
413843,2018-02,"135,232","50,036"
413847,2018-02,"82,159","30,399"
413848,2018-02,"444,565","164,489"
413870,2018-02,"156,196","57,793"
413886,2018-02,"152,931","56,584"
413893,2018-02,"258,197","95,533"
413897,2018-02,"45,768","16,934"
413901,2018-02,"168,415","62,314"
413930,2018-02,"59,274","21,931"
413940,2018-02,"178,287","65,966"
413994,2018-02,"50,351","18,630"
414002,2018-02,"164,286","60,786"
414060,2018-02,"192,191","71,111"
414065,2018-02,"154,424","57,137"
414103,2018-02,"168,212","62,238"
414160,2018-02,"150,345","55,628"
414174,2018-02,"242,855","89,856"
414181,2018-02,"227,754","84,269"
414211,2018-02,"393,278","145,513"
414216,2018-02,"8,427","3,118"
414225,2018-02,"240,208","88,877"
414243,2018-02,"117,097","43,326"
414256,2018-02,"93,215","34,490"
414280,2018-02,"132,604","49,064"
414292,2018-02,"58,830","21,767"
414295,2018-02,"683,918","253,049"
414298,2018-02,"63,895","23,641"
414345,2018-02,"123,718","45,776"
414356,2018-02,"228,923","84,702"
414398,2018-02,"181,100","67,007"
414425,2018-02,"110,349","40,829"
414430,2018-02,"175,824","65,055"
414441,2018-02,"224,053","82,900"
414449,2018-02,"514,268","190,279"
414450,2018-02,"17,591","6,509"
414460,2018-02,"20,167","7,462"
414470,2018-02,"219,855","81,346"
414491,2018-02,"336,849","124,634"
414495,2018-02,"167,363","61,924"
414500,2018-02,"129,429","47,889"
414503,2018-02,"227,718","84,256"
414520,2018-02,"604,941","223,828"
414532,2018-02,"408,775","151,247"
414533,2018-02,"671,643","248,508"
414539,2018-02,"3,097","1,146"
414550,2018-02,"142,816","52,842"
414558,2018-02,"26,516","9,811"
414569,2018-02,"209,377","77,470"
414573,2018-02,"18,192","6,731"
414574,2018-02,"142,606","52,764"
